DRUG,CID,TAD,TIME,DV,LESIONNAME,LESIONGROUP,SET
LZD,141,24,69.93333333,0.00392,Plasma,Plasma,Validation
LZD,142,0,45.93333333,0.0338,Plasma,Plasma,Validation
LZD,142,0.5,46.45,32.6,Plasma,Plasma,Validation
LZD,142,1,46.95,36,Plasma,Plasma,Validation
LZD,142,2,47.95,41.5,Plasma,Plasma,Validation
LZD,142,3,48.95,39,Plasma,Plasma,Validation
LZD,142,5,50.95,30.4,Plasma,Plasma,Validation
LZD,142,7,52.95,19.3,Plasma,Plasma,Validation
LZD,142,24,69.95,0.0371,Plasma,Plasma,Validation
LZD,65,0.5,0.5,14.8,Plasma,Plasma,Validation
LZD,65,1,1,21.3,Plasma,Plasma,Validation
LZD,65,2,2,21.2,Plasma,Plasma,Validation
LZD,65,3,3,12.8,Plasma,Plasma,Validation
LZD,65,5,5,2.34,Plasma,Plasma,Validation
LZD,65,7,7,0.349,Plasma,Plasma,Validation
LZD,65,24,24,5.00E-04,Plasma,Plasma,Validation
LZD,71,0.5,0.5,20.5,Plasma,Plasma,Validation
LZD,71,1,1,27.5,Plasma,Plasma,Validation
LZD,71,2,2,25.9,Plasma,Plasma,Validation
LZD,71,3,3,21.7,Plasma,Plasma,Validation
LZD,71,5,5,9.42,Plasma,Plasma,Validation
LZD,71,7,7,1.71,Plasma,Plasma,Validation
LZD,71,24,24,5.00E-04,Plasma,Plasma,Validation
LZD,73,0.5,0.5,25.8,Plasma,Plasma,Validation
LZD,73,1,1,28.9,Plasma,Plasma,Validation
LZD,73,2,2,23.5,Plasma,Plasma,Validation
LZD,73,3,3,17.4,Plasma,Plasma,Validation
LZD,73,5,5,5.07,Plasma,Plasma,Validation
LZD,73,7,7,0.644,Plasma,Plasma,Validation
LZD,73,24,24,5.00E-04,Plasma,Plasma,Validation
MXF,1,0.5,0.5,5.56,Plasma,Plasma,Validation
MXF,1,1,1,6.42,Plasma,Plasma,Validation
MXF,1,2,2,6.88,Plasma,Plasma,Validation
MXF,1,6,6,4.41,Plasma,Plasma,Validation
MXF,1,24,24,0.708,Plasma,Plasma,Validation
MXF,2,0.5,0.5,8.81,Plasma,Plasma,Validation
MXF,2,1,1,7.12,Plasma,Plasma,Validation
MXF,2,2,2,6.87,Plasma,Plasma,Validation
MXF,3,0.5,0.5,7.64,Plasma,Plasma,Validation
MXF,3,1,1,5.78,Plasma,Plasma,Validation
MXF,3,2,2,4.65,Plasma,Plasma,Validation
MXF,3,6,6,5.3,Plasma,Plasma,Validation
MXF,4,0.5,0.5,3.48,Plasma,Plasma,Validation
MXF,4,1,1,3.36,Plasma,Plasma,Validation
MXF,4,2,2,3,Plasma,Plasma,Validation
MXF,5,0.25,0.25,0.464,Plasma,Plasma,Validation
MXF,5,0.5,0.5,0.705,Plasma,Plasma,Validation
MXF,5,1,1,1.044,Plasma,Plasma,Validation
MXF,5,1.5,1.5,0.96,Plasma,Plasma,Validation
MXF,5,2,2,0.653,Plasma,Plasma,Validation
MXF,6,0.25,0.25,0.059,Plasma,Plasma,Validation
MXF,6,0.5,0.5,0.176,Plasma,Plasma,Validation
MXF,6,1,1,1.127,Plasma,Plasma,Validation
MXF,6,16,16,0.089,Plasma,Plasma,Validation
MXF,7,0.25,0.25,0.37,Plasma,Plasma,Validation
MXF,7,0.5,0.5,0.788,Plasma,Plasma,Validation
MXF,7,1,1,1.397,Plasma,Plasma,Validation
MXF,7,1.5,1.5,1.734,Plasma,Plasma,Validation
MXF,7,6,6,0.515,Plasma,Plasma,Validation
MXF,8,0.5,0.5,3.65,Plasma,Plasma,Validation
MXF,8,1,1,5.46,Plasma,Plasma,Validation
MXF,8,2,2,3.31,Plasma,Plasma,Validation
MXF,9,0.5,0.5,5.9,Plasma,Plasma,Validation
MXF,9,1,1,3.97,Plasma,Plasma,Validation
MXF,9,2,2,4.7,Plasma,Plasma,Validation
MXF,9,4,4,4.88,Plasma,Plasma,Validation
MXF,9,6,6,4.78,Plasma,Plasma,Validation
MXF,11,0.5,0.5,7.36,Plasma,Plasma,Validation
MXF,11,1,1,6.74,Plasma,Plasma,Validation
MXF,11,2,2,6.61,Plasma,Plasma,Validation
MXF,11,3,3,5.16,Plasma,Plasma,Validation
MXF,11,5,5,1.77,Plasma,Plasma,Validation
MXF,11,7,7,1.1,Plasma,Plasma,Validation
MXF,11,24,24,0.342,Plasma,Plasma,Validation
MXF,12,0.5,0.5,4.99,Plasma,Plasma,Validation
MXF,12,1,1,4.47,Plasma,Plasma,Validation
MXF,12,2,2,5.355,Plasma,Plasma,Validation
MXF,12,3,3,3.6,Plasma,Plasma,Validation
MXF,12,5,5,4.675,Plasma,Plasma,Validation
MXF,12,7,7,1.67,Plasma,Plasma,Validation
MXF,12,24,24,0.322,Plasma,Plasma,Validation
MXF,13,0.5,0.5,2.38,Plasma,Plasma,Validation
MXF,13,1,1,3.025,Plasma,Plasma,Validation
MXF,13,2,2,3.725,Plasma,Plasma,Validation
MXF,13,3,3,6.67,Plasma,Plasma,Validation
MXF,13,5,5,2.455,Plasma,Plasma,Validation
MXF,13,7,7,0.9095,Plasma,Plasma,Validation
MXF,13,24,24,0.1845,Plasma,Plasma,Validation
MXF,14,0.5,0.5,4.64,Plasma,Plasma,Validation
MXF,14,1,1,4.46,Plasma,Plasma,Validation
MXF,14,2,2,5.855,Plasma,Plasma,Validation
MXF,14,3,3,5.98,Plasma,Plasma,Validation
MXF,14,5,5,2.73,Plasma,Plasma,Validation
MXF,14,7,7,1.5,Plasma,Plasma,Validation
MXF,14,24,24,0.45,Plasma,Plasma,Validation
MXF,15,0.5,0.5,3.8395,Plasma,Plasma,Validation
MXF,15,1,1,3.4328,Plasma,Plasma,Validation
MXF,15,2,2,3.1532,Plasma,Plasma,Validation
MXF,15,3,3,2.2833,Plasma,Plasma,Validation
MXF,15,5,5,0.8712,Plasma,Plasma,Validation
MXF,15,7,7,0.3525,Plasma,Plasma,Validation
MXF,15,24,24,0.1612,Plasma,Plasma,Validation
MXF,16,0.5,0.5,2.3974,Plasma,Plasma,Validation
MXF,16,1,1,3.2335,Plasma,Plasma,Validation
MXF,16,2,2,2.7048,Plasma,Plasma,Validation
MXF,16,3,3,1.6806,Plasma,Plasma,Validation
MXF,16,5,5,0.6513,Plasma,Plasma,Validation
MXF,16,7,7,0.3051,Plasma,Plasma,Validation
MXF,16,24,24,0.0862,Plasma,Plasma,Validation
MXF,17,0.5,0.5,2.3814,Plasma,Plasma,Validation
MXF,17,1,1,2.5971,Plasma,Plasma,Validation
MXF,17,2,2,2.3636,Plasma,Plasma,Validation
MXF,17,3,3,1.4382,Plasma,Plasma,Validation
MXF,17,5,5,0.5983,Plasma,Plasma,Validation
MXF,17,7,7,0.3123,Plasma,Plasma,Validation
MXF,17,24,24,0.0637,Plasma,Plasma,Validation
MXF,18,0,1320,0.139,Plasma,Plasma,Validation
MXF,18,0.5,1320.5,1.49,Plasma,Plasma,Validation
MXF,18,1,1321,1.85,Plasma,Plasma,Validation
MXF,18,2,1322,1.07,Plasma,Plasma,Validation
MXF,18,4,1324,0.483,Plasma,Plasma,Validation
MXF,18,7,1327,0.229,Plasma,Plasma,Validation
MXF,18,24,1344,0.162,Plasma,Plasma,Validation
MXF,19,0,1320,0.0627,Plasma,Plasma,Validation
MXF,19,0.5,1320.5,2.97,Plasma,Plasma,Validation
MXF,19,1,1321,3.44,Plasma,Plasma,Validation
MXF,19,2,1322,2.23,Plasma,Plasma,Validation
MXF,19,4,1324,0.826,Plasma,Plasma,Validation
MXF,19,7,1327,0.205,Plasma,Plasma,Validation
MXF,19,24,1344,0.0709,Plasma,Plasma,Validation
MXF,20,0,1320,0.393,Plasma,Plasma,Validation
MXF,20,0.5,1320.5,2.79,Plasma,Plasma,Validation
MXF,20,1,1321,2.76,Plasma,Plasma,Validation
MXF,20,2,1322,1.92,Plasma,Plasma,Validation
MXF,20,4,1324,1.01,Plasma,Plasma,Validation
MXF,20,7,1327,0.355,Plasma,Plasma,Validation
MXF,20,24,1344,0.236,Plasma,Plasma,Validation
MXF,21,0,1320,0.118,Plasma,Plasma,Validation
MXF,21,0.5,1320.5,1.63,Plasma,Plasma,Validation
MXF,21,1,1321,2.44,Plasma,Plasma,Validation
MXF,21,2,1322,2.08,Plasma,Plasma,Validation
MXF,21,4,1324,1.29,Plasma,Plasma,Validation
MXF,21,7,1327,0.681,Plasma,Plasma,Validation
MXF,21,24,1344,0.183,Plasma,Plasma,Validation
MXF,22,0,480,2.71,Plasma,Plasma,Validation
MXF,22,0.5,480.5,7.1,Plasma,Plasma,Validation
MXF,22,2,482,7.13,Plasma,Plasma,Validation
MXF,22,4,484,4.37,Plasma,Plasma,Validation
MXF,22,7,487,3.02,Plasma,Plasma,Validation
MXF,22,24,504,2.71,Plasma,Plasma,Validation
MXF,23,0,480,1.66,Plasma,Plasma,Validation
MXF,23,0.5,480.5,6.12,Plasma,Plasma,Validation
MXF,23,2,482,5.02,Plasma,Plasma,Validation
MXF,23,4,484,2.88,Plasma,Plasma,Validation
MXF,23,7,487,1.87,Plasma,Plasma,Validation
MXF,23,24,504,1.66,Plasma,Plasma,Validation
MXF,24,0,480,0.757,Plasma,Plasma,Validation
MXF,24,0.5,480.5,2.7,Plasma,Plasma,Validation
MXF,24,2,482,3,Plasma,Plasma,Validation
MXF,24,4,484,1.87,Plasma,Plasma,Validation
MXF,24,7,487,1.12,Plasma,Plasma,Validation
MXF,24,24,504,0.757,Plasma,Plasma,Validation
MXF,25,0,480,1.83,Plasma,Plasma,Validation
MXF,25,0.5,480.5,5.16,Plasma,Plasma,Validation
MXF,25,2,482,5.47,Plasma,Plasma,Validation
MXF,25,4,484,3.39,Plasma,Plasma,Validation
MXF,25,7,487,2.89,Plasma,Plasma,Validation
MXF,25,24,504,1.83,Plasma,Plasma,Validation
MXF,26,0,480,1.24,Plasma,Plasma,Validation
MXF,26,0.5,480.5,4.63,Plasma,Plasma,Validation
MXF,26,2,482,4.53,Plasma,Plasma,Validation
MXF,26,4,484,2.67,Plasma,Plasma,Validation
MXF,26,7,487,2.02,Plasma,Plasma,Validation
MXF,26,24,504,1.24,Plasma,Plasma,Validation
MXF,27,0,480,0.686,Plasma,Plasma,Validation
MXF,27,0.5,480.5,2.56,Plasma,Plasma,Validation
MXF,27,2,482,3.72,Plasma,Plasma,Validation
MXF,27,4,484,3.27,Plasma,Plasma,Validation
MXF,27,7,487,2.53,Plasma,Plasma,Validation
MXF,27,24,504,0.686,Plasma,Plasma,Validation
MXF,28,0,480,1.92,Plasma,Plasma,Validation
MXF,28,0.5,480.5,4.25,Plasma,Plasma,Validation
MXF,28,2,482,5.93,Plasma,Plasma,Validation
MXF,28,4,484,4.25,Plasma,Plasma,Validation
MXF,28,7,487,2.8,Plasma,Plasma,Validation
MXF,28,24,504,1.92,Plasma,Plasma,Validation
MXF,29,0,480,0.732,Plasma,Plasma,Validation
MXF,29,0.5,480.5,1.84,Plasma,Plasma,Validation
MXF,29,2,482,4.39,Plasma,Plasma,Validation
MXF,29,4,484,2.23,Plasma,Plasma,Validation
MXF,29,7,487,1.35,Plasma,Plasma,Validation
MXF,29,24,504,0.732,Plasma,Plasma,Validation
MXF,31,2.983333333,314.9833333,1.37,Plasma,Plasma,Validation
MXF,32,3.25,315.25,2.92,Plasma,Plasma,Validation
MXF,33,2.966666667,314.9666667,1.32,Plasma,Plasma,Validation
MXF,34,3.366666667,339.3666667,1.54,Plasma,Plasma,Validation
MXF,35,2.933333333,338.9333333,1.84,Plasma,Plasma,Validation
MXF,36,24.06666667,336.0666667,0.587,Plasma,Plasma,Validation
MXF,37,24,360,0.112,Plasma,Plasma,Validation
MXF,38,24,360,0.222,Plasma,Plasma,Validation
MXF,39,0.733333333,672.7333333,1.3,Plasma,Plasma,Validation
MXF,39,1.45,673.45,1.88,Plasma,Plasma,Validation
MXF,39,2.533333333,674.5333333,2.31,Plasma,Plasma,Validation
MXF,40,0.683333333,672.6833333,2.48,Plasma,Plasma,Validation
MXF,40,1.483333333,673.4833333,3.1,Plasma,Plasma,Validation
MXF,40,2.566666667,674.5666667,1.89,Plasma,Plasma,Validation
MXF,41,0.733333333,672.7333333,4.17,Plasma,Plasma,Validation
MXF,41,1.5,673.5,3.31,Plasma,Plasma,Validation
MXF,41,2.483333333,674.4833333,2.41,Plasma,Plasma,Validation
MXF,42,0,48,0.606,Plasma,Plasma,Validation
MXF,42,0.5,48.5,0.601,Plasma,Plasma,Validation
MXF,42,1,49,0.512,Plasma,Plasma,Validation
MXF,42,2,50,1.42,Plasma,Plasma,Validation
MXF,42,3,51,2.48,Plasma,Plasma,Validation
MXF,42,5,53,2.64,Plasma,Plasma,Validation
MXF,42,7,55,2.81,Plasma,Plasma,Validation
MXF,42,24,72,1.27,Plasma,Plasma,Validation
MXF,43,0,48,0.342,Plasma,Plasma,Validation
MXF,43,0.5,48.5,2.39,Plasma,Plasma,Validation
MXF,43,1,49,3.16,Plasma,Plasma,Validation
MXF,43,2,50,3.93,Plasma,Plasma,Validation
MXF,43,4,52,2.11,Plasma,Plasma,Validation
MXF,43,6,54,1.3,Plasma,Plasma,Validation
MXF,43,8,56,1.09,Plasma,Plasma,Validation
MXF,43,24,72,0.567,Plasma,Plasma,Validation
MXF,44,0,48,0.423,Plasma,Plasma,Validation
MXF,44,0.5,48.5,0.457,Plasma,Plasma,Validation
MXF,44,1,49,2.11,Plasma,Plasma,Validation
MXF,44,2,50,3.4,Plasma,Plasma,Validation
MXF,44,4,52,2.57,Plasma,Plasma,Validation
MXF,44,6,54,2.17,Plasma,Plasma,Validation
PZA,841,0.5,0.5,35.801,Plasma,Plasma,Validation
PZA,841,0.5,0.5,35.801,Plasma,Plasma,Validation
PZA,841,1,1,38.198,Plasma,Plasma,Validation
PZA,841,1,1,38.198,Plasma,Plasma,Validation
PZA,841,2,2,28.968,Plasma,Plasma,Validation
PZA,841,2,2,28.968,Plasma,Plasma,Validation
PZA,841,4,4,18.944,Plasma,Plasma,Validation
PZA,841,4,4,18.944,Plasma,Plasma,Validation
PZA,841,6,6,2.321,Plasma,Plasma,Validation
PZA,841,6,6,2.321,Plasma,Plasma,Validation
PZA,841,8,8,0,Plasma,Plasma,Validation
PZA,841,8,8,0,Plasma,Plasma,Validation
PZA,841,24,24,0,Plasma,Plasma,Validation
PZA,841,24,24,0,Plasma,Plasma,Validation
PZA,841,0.5,0.5,79.184,Plasma,Plasma,Validation
PZA,841,0.5,0.5,79.184,Plasma,Plasma,Validation
PZA,841,1,1,83.457,Plasma,Plasma,Validation
PZA,841,1,1,83.457,Plasma,Plasma,Validation
PZA,841,2,2,63.617,Plasma,Plasma,Validation
PZA,841,2,2,63.617,Plasma,Plasma,Validation
PZA,841,4,4,49.711,Plasma,Plasma,Validation
PZA,841,4,4,49.711,Plasma,Plasma,Validation
PZA,841,6,6,9.802,Plasma,Plasma,Validation
PZA,841,6,6,9.802,Plasma,Plasma,Validation
PZA,841,8,8,1.646,Plasma,Plasma,Validation
PZA,841,8,8,1.646,Plasma,Plasma,Validation
PZA,841,24,24,0,Plasma,Plasma,Validation
PZA,841,24,24,0,Plasma,Plasma,Validation
PZA,842,0.5,0.5,71.019,Plasma,Plasma,Validation
PZA,842,0.5,0.5,71.019,Plasma,Plasma,Validation
PZA,842,1,1,48.995,Plasma,Plasma,Validation
PZA,842,1,1,48.995,Plasma,Plasma,Validation
PZA,842,2,2,37.592,Plasma,Plasma,Validation
PZA,842,2,2,37.592,Plasma,Plasma,Validation
PZA,842,4,4,14.912,Plasma,Plasma,Validation
PZA,842,4,4,14.912,Plasma,Plasma,Validation
PZA,842,6,6,2.71,Plasma,Plasma,Validation
PZA,842,6,6,2.71,Plasma,Plasma,Validation
PZA,842,8,8,0.306,Plasma,Plasma,Validation
PZA,842,8,8,0.306,Plasma,Plasma,Validation
PZA,842,24,24,0,Plasma,Plasma,Validation
PZA,842,24,24,0,Plasma,Plasma,Validation
PZA,842,0.5,0.5,55.684,Plasma,Plasma,Validation
PZA,842,0.5,0.5,55.684,Plasma,Plasma,Validation
PZA,842,1,1,47.884,Plasma,Plasma,Validation
PZA,842,1,1,47.884,Plasma,Plasma,Validation
PZA,842,2,2,54.828,Plasma,Plasma,Validation
PZA,842,2,2,54.828,Plasma,Plasma,Validation
PZA,842,4,4,86.094,Plasma,Plasma,Validation
PZA,842,4,4,86.094,Plasma,Plasma,Validation
PZA,842,6,6,45.178,Plasma,Plasma,Validation
PZA,842,6,6,45.178,Plasma,Plasma,Validation
PZA,842,8,8,13.609,Plasma,Plasma,Validation
PZA,842,8,8,13.609,Plasma,Plasma,Validation
PZA,842,24,24,0,Plasma,Plasma,Validation
PZA,842,24,24,0,Plasma,Plasma,Validation
PZA,843,0.5,0.5,53.017,Plasma,Plasma,Validation
PZA,843,0.5,0.5,53.017,Plasma,Plasma,Validation
PZA,843,1,1,64.854,Plasma,Plasma,Validation
PZA,843,1,1,64.854,Plasma,Plasma,Validation
PZA,843,2,2,34.387,Plasma,Plasma,Validation
PZA,843,2,2,34.387,Plasma,Plasma,Validation
PZA,843,4,4,8.967,Plasma,Plasma,Validation
PZA,843,4,4,8.967,Plasma,Plasma,Validation
PZA,843,6,6,4.875,Plasma,Plasma,Validation
PZA,843,6,6,4.875,Plasma,Plasma,Validation
PZA,843,8,8,0.807,Plasma,Plasma,Validation
PZA,843,8,8,0.807,Plasma,Plasma,Validation
PZA,843,24,24,0,Plasma,Plasma,Validation
PZA,843,24,24,0,Plasma,Plasma,Validation
PZA,843,0.5,0.5,108.71,Plasma,Plasma,Validation
PZA,843,0.5,0.5,108.71,Plasma,Plasma,Validation
PZA,843,1,1,98.411,Plasma,Plasma,Validation
PZA,843,1,1,98.411,Plasma,Plasma,Validation
PZA,843,2,2,59.714,Plasma,Plasma,Validation
PZA,843,2,2,59.714,Plasma,Plasma,Validation
PZA,843,4,4,40.665,Plasma,Plasma,Validation
PZA,843,4,4,40.665,Plasma,Plasma,Validation
PZA,843,6,6,26.091,Plasma,Plasma,Validation
PZA,843,6,6,26.091,Plasma,Plasma,Validation
PZA,843,8,8,9.502,Plasma,Plasma,Validation
PZA,843,8,8,9.502,Plasma,Plasma,Validation
PZA,843,24,24,0,Plasma,Plasma,Validation
PZA,843,24,24,0,Plasma,Plasma,Validation
PZA,844,0.5,0.5,25.635,Plasma,Plasma,Validation
PZA,844,0.5,0.5,25.635,Plasma,Plasma,Validation
PZA,844,1,1,49.741,Plasma,Plasma,Validation
PZA,844,1,1,49.741,Plasma,Plasma,Validation
PZA,844,2,2,36.792,Plasma,Plasma,Validation
PZA,844,2,2,36.792,Plasma,Plasma,Validation
PZA,844,4,4,23.664,Plasma,Plasma,Validation
PZA,844,4,4,23.664,Plasma,Plasma,Validation
PZA,844,6,6,3.51,Plasma,Plasma,Validation
PZA,844,6,6,3.51,Plasma,Plasma,Validation
PZA,844,8,8,0.389,Plasma,Plasma,Validation
PZA,844,8,8,0.389,Plasma,Plasma,Validation
PZA,844,24,24,0,Plasma,Plasma,Validation
PZA,844,24,24,0,Plasma,Plasma,Validation
PZA,844,0.5,0.5,47.179,Plasma,Plasma,Validation
PZA,844,0.5,0.5,47.179,Plasma,Plasma,Validation
PZA,844,1,1,65.802,Plasma,Plasma,Validation
PZA,844,1,1,65.802,Plasma,Plasma,Validation
PZA,844,2,2,66.783,Plasma,Plasma,Validation
PZA,844,2,2,66.783,Plasma,Plasma,Validation
PZA,844,4,4,53.297,Plasma,Plasma,Validation
PZA,844,4,4,53.297,Plasma,Plasma,Validation
PZA,844,6,6,36.587,Plasma,Plasma,Validation
PZA,844,6,6,36.587,Plasma,Plasma,Validation
PZA,844,8,8,19.715,Plasma,Plasma,Validation
PZA,844,8,8,19.715,Plasma,Plasma,Validation
PZA,844,24,24,0,Plasma,Plasma,Validation
PZA,844,24,24,0,Plasma,Plasma,Validation
PZA,869,0.5,0.5,84.4,Plasma,Plasma,Validation
PZA,869,1,1,97,Plasma,Plasma,Validation
PZA,869,2,2,107,Plasma,Plasma,Validation
PZA,869,6,6,52.5,Plasma,Plasma,Validation
PZA,869,24,24,0.119,Plasma,Plasma,Validation
PZA,876,0.5,0.5,136,Plasma,Plasma,Validation
PZA,876,1,1,135,Plasma,Plasma,Validation
PZA,876,2,2,116,Plasma,Plasma,Validation
PZA,877,0.5,0.5,77.3,Plasma,Plasma,Validation
PZA,877,1,1,82.4,Plasma,Plasma,Validation
PZA,877,2,2,76.4,Plasma,Plasma,Validation
PZA,877,6,6,43,Plasma,Plasma,Validation
PZA,881,0.5,0.5,80,Plasma,Plasma,Validation
PZA,881,1,1,87.5,Plasma,Plasma,Validation
PZA,881,2,2,82.8,Plasma,Plasma,Validation
PZA,378,0.22,0.22,63.283,Plasma,Plasma,Validation
PZA,378,0.67,0.67,49.198,Plasma,Plasma,Validation
PZA,378,1,1,56.126,Plasma,Plasma,Validation
PZA,378,1.5,1.5,60.56,Plasma,Plasma,Validation
PZA,378,2,2,47.563,Plasma,Plasma,Validation
PZA,809,0.22,0.22,41.372,Plasma,Plasma,Validation
PZA,809,0.67,0.67,85.462,Plasma,Plasma,Validation
PZA,809,1,1,57.254,Plasma,Plasma,Validation
PZA,809,1.5,1.5,42.527,Plasma,Plasma,Validation
PZA,809,2,2,35.923,Plasma,Plasma,Validation
PZA,813,0.22,0.22,58.281,Plasma,Plasma,Validation
PZA,813,0.67,0.67,69.794,Plasma,Plasma,Validation
PZA,813,1,1,106.78,Plasma,Plasma,Validation
PZA,813,1.5,1.5,65.202,Plasma,Plasma,Validation
PZA,813,2,2,51.014,Plasma,Plasma,Validation
PZA,818,0.22,0.22,66.879,Plasma,Plasma,Validation
PZA,818,0.67,0.67,52.951,Plasma,Plasma,Validation
PZA,818,1,1,53.685,Plasma,Plasma,Validation
PZA,818,1.5,1.5,45.472,Plasma,Plasma,Validation
PZA,818,2,2,40.945,Plasma,Plasma,Validation
PZA,824,0.5,0.5,35.91,Plasma,Plasma,Validation
PZA,824,1,1,33.752,Plasma,Plasma,Validation
PZA,824,2,2,29.315,Plasma,Plasma,Validation
PZA,824,4,4,39.092,Plasma,Plasma,Validation
PZA,824,6,6,28.952,Plasma,Plasma,Validation
PZA,825,0.5,0.5,79.757,Plasma,Plasma,Validation
PZA,825,1,1,105.395,Plasma,Plasma,Validation
PZA,825,2,2,83.901,Plasma,Plasma,Validation
PZA,825,4,4,38.195,Plasma,Plasma,Validation
PZA,825,6,6,17.093,Plasma,Plasma,Validation
PZA,828,0.5,0.5,72.56,Plasma,Plasma,Validation
PZA,828,1,1,65.694,Plasma,Plasma,Validation
PZA,828,2,2,57.244,Plasma,Plasma,Validation
PZA,828,4,4,32.373,Plasma,Plasma,Validation
PZA,828,6,6,23.298,Plasma,Plasma,Validation
PZA,831,0.5,0.5,128.713,Plasma,Plasma,Validation
PZA,831,1,1,119.681,Plasma,Plasma,Validation
PZA,831,2,2,80.246,Plasma,Plasma,Validation
PZA,831,4,4,35.398,Plasma,Plasma,Validation
PZA,831,6,6,11.014,Plasma,Plasma,Validation
PZA,836,0.5,0.5,70.481,Plasma,Plasma,Validation
PZA,836,1,1,74.134,Plasma,Plasma,Validation
PZA,836,2,2,52.255,Plasma,Plasma,Validation
PZA,836,4,4,53.307,Plasma,Plasma,Validation
PZA,836,6,6,15.471,Plasma,Plasma,Validation
PZA,838,0.5,0.5,123.126,Plasma,Plasma,Validation
PZA,838,1,1,109.819,Plasma,Plasma,Validation
PZA,838,2,2,77.681,Plasma,Plasma,Validation
PZA,838,4,4,32.312,Plasma,Plasma,Validation
PZA,838,6,6,11.333,Plasma,Plasma,Validation
RIF,1,0,48,0.969,Plasma,Plasma,Validation
RIF,1,0.5,48.5,2.24,Plasma,Plasma,Validation
RIF,1,1,49,2.36,Plasma,Plasma,Validation
RIF,1,2,50,2.66,Plasma,Plasma,Validation
RIF,1,3,51,2.6,Plasma,Plasma,Validation
RIF,1,4,52,0,Plasma,Plasma,Validation
RIF,1,5,53,2.69,Plasma,Plasma,Validation
RIF,1,6,54,0,Plasma,Plasma,Validation
RIF,1,7,55,2.44,Plasma,Plasma,Validation
RIF,1,24,72,2.1,Plasma,Plasma,Validation
RIF,2,0,48,1.32,Plasma,Plasma,Validation
RIF,2,0.5,48.5,2.29,Plasma,Plasma,Validation
RIF,2,1,49,3.94,Plasma,Plasma,Validation
RIF,2,2,50,5.8,Plasma,Plasma,Validation
RIF,2,3,51,5.99,Plasma,Plasma,Validation
RIF,2,4,52,0,Plasma,Plasma,Validation
RIF,2,5,53,6.26,Plasma,Plasma,Validation
RIF,2,6,54,0,Plasma,Plasma,Validation
RIF,2,7,55,3.95,Plasma,Plasma,Validation
RIF,2,24,72,1.62,Plasma,Plasma,Validation
RIF,3,0,48,0.884,Plasma,Plasma,Validation
RIF,3,0.5,48.5,1.49,Plasma,Plasma,Validation
RIF,3,1,49,1.63,Plasma,Plasma,Validation
RIF,3,2,50,0.748,Plasma,Plasma,Validation
RIF,3,3,51,0.454,Plasma,Plasma,Validation
RIF,3,4,52,0,Plasma,Plasma,Validation
RIF,3,5,53,0.718,Plasma,Plasma,Validation
RIF,3,6,54,0,Plasma,Plasma,Validation
RIF,3,7,55,1.21,Plasma,Plasma,Validation
RIF,3,24,72,1.79,Plasma,Plasma,Validation
RIF,4,0,480,0.761,Plasma,Plasma,Validation
RIF,4,0.5,480.5,5.99,Plasma,Plasma,Validation
RIF,4,1,481,7.71,Plasma,Plasma,Validation
RIF,4,2,482,8.47,Plasma,Plasma,Validation
RIF,4,3,483,8.76,Plasma,Plasma,Validation
RIF,4,5,485,5.9,Plasma,Plasma,Validation
RIF,4,7,487,3.66,Plasma,Plasma,Validation
RIF,4,24,504,1.05,Plasma,Plasma,Validation
RIF,5,0,480,0.322,Plasma,Plasma,Validation
RIF,5,0.5,480.5,6.7,Plasma,Plasma,Validation
RIF,5,1,481,8.85,Plasma,Plasma,Validation
RIF,5,2,482,6.86,Plasma,Plasma,Validation
RIF,5,3,483,5.05,Plasma,Plasma,Validation
RIF,5,5,485,2.87,Plasma,Plasma,Validation
RIF,5,7,487,2.14,Plasma,Plasma,Validation
RIF,5,24,504,0.57,Plasma,Plasma,Validation
RIF,5,0,984,0.357,Plasma,Plasma,Validation
RIF,5,0.5,984.5,1.8081,Plasma,Plasma,Validation
RIF,5,1,985,2.9761,Plasma,Plasma,Validation
RIF,5,2,986,4.3399,Plasma,Plasma,Validation
RIF,5,3,987,4.8452,Plasma,Plasma,Validation
RIF,5,5,989,2.7585,Plasma,Plasma,Validation
RIF,5,7,991,1.342,Plasma,Plasma,Validation
RIF,5,24,1008,0.2503,Plasma,Plasma,Validation
RIF,6,0,480,1,Plasma,Plasma,Validation
RIF,6,0.5,480.5,6.97,Plasma,Plasma,Validation
RIF,6,1,481,11.9,Plasma,Plasma,Validation
RIF,6,2,482,7.79,Plasma,Plasma,Validation
RIF,6,3,483,6.89,Plasma,Plasma,Validation
RIF,6,5,485,6.22,Plasma,Plasma,Validation
RIF,6,7,487,4.46,Plasma,Plasma,Validation
RIF,6,24,504,1.66,Plasma,Plasma,Validation
RIF,6,0,984,0.0267,Plasma,Plasma,Validation
RIF,6,0.5,984.5,6.4,Plasma,Plasma,Validation
RIF,6,1,985,10,Plasma,Plasma,Validation
RIF,6,2,986,6.43,Plasma,Plasma,Validation
RIF,6,3,987,5.05,Plasma,Plasma,Validation
RIF,6,5,989,3.11,Plasma,Plasma,Validation
RIF,6,7,991,1.78,Plasma,Plasma,Validation
RIF,6,24,1008,0.558,Plasma,Plasma,Validation
RIF,7,0,480,0.611,Plasma,Plasma,Validation
RIF,7,0.5,480.5,8.15,Plasma,Plasma,Validation
RIF,7,1,481,9.7,Plasma,Plasma,Validation
